address,postcode,price,area,num_rooms,lon,lat,price_per_sqm,four_digit_postcode
"Willem Augustinstraat 179, Amsterdam",1061 MJ,975000.0,221,5,4.838629,52.37491,4411.764705882353,1061
"Javakade 112, Amsterdam",1019 RV,450000.0,64,2,4.930926,52.377783,7031.25,1019
"Pontanusstraat 200, Amsterdam",1093 SH,350000.0,53,2,4.930264,52.363679,6603.773584905661,1093
"Oostzaanstraat 255, Amsterdam",1013 WJ,725000.0,118,4,4.87252,52.392217,6144.067796610169,1013
"Kinkerstraat 268 2, Amsterdam",1053 GB,340000.0,44,3,4.864588,52.365393,7727.272727272727,1053
"Geschutswerf 15, Amsterdam",1018 AW,1175000.0,164,2,4.92035,52.366858,7164.634146341464,1018
"Het Hoogt 178, Amsterdam",1025 HD,325000.0,92,4,4.936866,52.394487,3532.608695652174,1025
"Dorpsweg Ransdorp 36, Amsterdam",1028 BP,700000.0,103,4,4.99474,52.392365,6796.116504854369,1028
"Nicolaas Anslijnstraat 125, Amsterdam",1068 WV,295000.0,82,3,4.808181,52.357419,3597.560975609756,1068
"Lutmastraat 202 B, Amsterdam",1074 VA,335000.0,44,2,4.904467,52.35165,7613.636363636364,1074
"Lootsstraat 24 II, Amsterdam",1053 NX,300000.0,38,2,4.86116,52.363527,7894.736842105263,1053
"Commelinstraat 174, Amsterdam",1093 VD,600000.0,83,4,4.925816,52.363614,7228.915662650603,1093
"Koninginneweg 195 2, Amsterdam",1075 CR,675000.0,72,3,4.860601,52.352451,9375.0,1075
"Van Speijkstraat 175 2, Amsterdam",1057 GZ,495000.0,80,4,4.859791,52.371205,6187.5,1057
"Van Speijkstraat 138 3, Amsterdam",1057 HJ,539000.0,75,3,4.860239,52.370632,7186.666666666667,1057
"Kinderdijkstraat 48 3, Amsterdam",1079 GL,499000.0,75,3,4.902863,52.342664,6653.333333333333,1079
"Overtoom 427 I, Amsterdam",1054 JR,475000.0,67,3,4.860847,52.358995,7089.55223880597,1054
"Dulcie Septemberpad 2, Amsterdam",1093 NK,800000.0,130,5,4.932943,52.358329,6153.846153846154,1093
"Gerrit van der Veenstraat 145 B*, Amsterdam",1077 DZ,1625000.0,257,9,4.869761,52.348636,6322.95719844358,1077
"Akerwateringstraat 71, Amsterdam",1069 GB,315000.0,99,4,4.78504,52.354616,3181.818181818182,1069
"Pesetalaan 27, Amsterdam",1060 SC,450000.0,111,4,4.785975,52.347341,4054.054054054054,1060
"Kanaalstraat 38 2, Amsterdam",1054 XJ,495000.0,54,3,4.86547,52.3628,9166.666666666666,1054
"Beethovenstraat 225, Amsterdam",1077 JE,550000.0,78,3,4.877208,52.342458,7051.282051282052,1077
"Ben van Meerendonkstraat 295, Amsterdam",1087 LN,400000.0,89,3,5.012134,52.349139,4494.38202247191,1087
"Weissenbruchstraat 49 hs, Amsterdam",1058 KN,525000.0,70,3,4.849656,52.353346,7500.0,1058
"Frissenstein 304, Amsterdam",1102 AP,350000.0,98,4,4.952422,52.316855,3571.4285714285716,1102
"Retiefstraat 97 A, Amsterdam",1092 XB,620000.0,86,4,4.92068,52.354968,7209.302325581395,1092
"Voorsteven 11, Amsterdam",1034 SK,375000.0,89,5,4.915413,52.40997,4213.483146067416,1034
"Enkhuizerstraat 5, Amsterdam",1023 VP,550000.0,114,6,4.942035,52.393266,4824.561403508772,1023
"Jacob van Lennepstraat 11 I/ II, Amsterdam",1053 HA,1095000.0,204,6,4.876183,52.366972,5367.64705882353,1053
"Meeuwenlaan 175 B, Amsterdam",1021 JC,485000.0,93,5,4.918067,52.385525,5215.05376344086,1021
"J.M. den Uylstraat 4, Amsterdam",1067 WC,385000.0,87,3,4.793277,52.381864,4425.287356321839,1067
"Noorder IJdijk 63, Amsterdam",1023 NT,1575000.0,138,4,4.961457,52.38257,11413.04347826087,1023
"Van Nijenrodeweg 81, Amsterdam",1083 EE,249000.0,33,2,4.883913,52.327585,7545.454545454545,1083
"Burgemeester Cramergracht 60, Amsterdam",1064 AE,350000.0,74,4,4.832383,52.373012,4729.72972972973,1064
"Jan van Zutphenstraat 103, Amsterdam",1069 RR,600000.0,136,4,4.802149,52.350604,4411.764705882353,1069
"Doddendaal 56, Amsterdam",1082 XW,425000.0,79,3,4.874705,52.332273,5379.7468354430375,1082
"Hendrik Bulthuisstraat 8, Amsterdam",1067 SC,345000.0,69,4,4.795948,52.374337,5000.0,1067
"Prins Hendrikkade 156 3, Amsterdam",1011 AW,640000.0,58,3,4.907085,52.372907,11034.48275862069,1011
"Prins Hendrikkade 156 1, Amsterdam",1011 AW,645000.0,58,3,4.907085,52.372907,11120.689655172413,1011
"Jan van Duivenvoordestraat 35, Amsterdam",1067 MT,350000.0,92,3,4.802618,52.378567,3804.3478260869565,1067
"Celebesstraat 112 A, Amsterdam",1094 EZ,350000.0,65,2,4.935377,52.358917,5384.615384615385,1094
"Brenner 24, Amsterdam",1060 NV,475000.0,115,5,4.776722,52.351033,4130.434782608696,1060
"Singel 57 3, Amsterdam",1012 VD,400000.0,46,1,4.892211,52.376702,8695.652173913044,1012
"IJburglaan 754, Amsterdam",1087 EM,450000.0,96,3,4.993345,52.355933,4687.5,1087
"Hellingstraat 52, Amsterdam",1033 WW,450000.0,59,2,4.891511,52.401727,7627.118644067797,1033
"Albert Luthulistraat 26 B, Amsterdam",1091 NW,375000.0,54,3,4.919118,52.352814,6944.444444444444,1091
"Kinkerstraat 205 B, Amsterdam",1053 DS,485000.0,69,3,4.866392,52.365536,7028.985507246377,1053
"Willemsparkweg 125 C, Amsterdam",1071 GW,1100000.0,136,3,4.872591,52.356414,8088.235294117647,1071
"Bosplaat 80, Amsterdam",1025 AT,1000000.0,220,7,4.948314,52.400138,4545.454545454545,1025
"Sportstraat 6 1, Amsterdam",1076 TV,375000.0,43,2,4.860276,52.347686,8720.93023255814,1076
"Le Tourmalet 8, Amsterdam",1060 NX,525000.0,138,5,4.774348,52.350823,3804.3478260869565,1060
"Nieuwevaartweg, Amsterdam",1019 AL,1325000.0,162,4,4.95437552819149,52.3679823,8179.0123456790125,1019
"Grootzeil 197, Amsterdam",1034 LW,335000.0,92,4,4.921825,52.409609,3641.304347826087,1034
"Schalk Burgerstraat 72, Amsterdam",1091 LM,400000.0,58,3,4.920732,52.352847,6896.551724137931,1091
"Cliostraat 14 B, Amsterdam",1077 KG,835000.0,124,3,4.876154,52.347558,6733.870967741936,1077
"Cliostraat 14 A, Amsterdam",1077 KG,885000.0,136,3,4.876154,52.347558,6507.35294117647,1077
"Niersstraat 35 HS, Amsterdam",1078 VH,635000.0,81,3,4.894509,52.343016,7839.506172839506,1078
"Eerste Helmersstraat 244 A, Amsterdam",1054 ER,1120000.0,129,5,4.860337,52.359856,8682.170542635658,1054
"Van Spilbergenstraat 36 3, Amsterdam",1057 RH,375000.0,52,3,4.852329,52.365365,7211.538461538462,1057
"De Bazelhof 24, Amsterdam",1067 LZ,400000.0,107,6,4.79581,52.376916,3738.3177570093458,1067
"Pretoriusstraat 57 4, Amsterdam",1092 GA,285000.0,41,2,4.922721,52.354922,6951.219512195122,1092
"Kantershof 137, Amsterdam",1104 GG,425137.0,92,4,4.98896,52.321172,4621.054347826087,1104
"Lange Stammerdijk 1 G, Amsterdam",1109 BK,549001.0,107,4,5.016522,52.305075,5130.85046728972,1109
"Hamontstraat 59, Amsterdam",1066 LG,575000.0,134,6,4.812092,52.348999,4291.044776119403,1066
"Jacob Melkmanstraat 52, Amsterdam",1063 GN,500000.0,102,5,4.823859,52.383847,4901.9607843137255,1063
"Dalsteindreef 198, Amsterdam",1102 WX,179000.0,29,2,4.945048,52.325695,6172.413793103448,1102
"Anjeliersstraat 31 A, Amsterdam",1015 ND,790000.0,90,3,4.884941,52.378055,8777.777777777777,1015
"Balboastraat 52 II, Amsterdam",1057 VX,350000.0,50,3,4.853093,52.368955,7000.0,1057
"Meer en Vaart 90 B, Amsterdam",1068 ZZ,425000.0,110,4,4.804152,52.364802,3863.6363636363635,1068
"Noordzijde 48, Amsterdam",1064 GV,600000.0,135,6,4.820624,52.373918,4444.444444444444,1064
"Stadionweg 140 3, Amsterdam",1077 SX,1099000.0,191,6,4.874975,52.346978,5753.926701570681,1077
"Wolbrantskerkweg 66 E, Amsterdam",1069 DA,525000.0,112,5,4.79733,52.356512,4687.5,1069
"Loenermark 130, Amsterdam",1025 SM,329000.0,74,4,4.928532,52.397672,4445.945945945946,1025
"Van Abbestraat 66, Amsterdam",1064 WV,445000.0,101,3,4.83075,52.365104,4405.940594059406,1064
"Osdorperweg 177, Amsterdam",1069 LL,950000.0,174,6,4.794378,52.347806,5459.770114942528,1069
"Rozengracht 104 lll, Amsterdam",1016 NG,800000.0,107,3,4.879459,52.373268,7476.6355140186915,1016
"Haag en Veld 245 B, Amsterdam",1102 GL,350000.0,144,6,4.955915,52.310514,2430.5555555555557,1102
"Jacob Groenplantsoen 7, Amsterdam",1035 MA,875000.0,135,5,4.897048,52.417382,6481.481481481482,1035
"Admiraal De Ruijterweg 125 2, Amsterdam",1056 EX,575000.0,78,3,4.858844,52.373106,7371.794871794872,1056
"Keizersgracht 649 F, Amsterdam",1017 DT,700000.0,76,4,4.895174,52.363763,9210.526315789473,1017
"Loodskotterhof 4, Amsterdam",1034 CN,325000.0,80,4,4.909069,52.405451,4062.5,1034
"Archimedesweg 32 I, Amsterdam",1098 JR,750000.0,102,5,4.937898,52.356428,7352.941176470588,1098
"Magalhaensplein 25 H, Amsterdam",1057 VE,500000.0,73,3,4.853124,52.367607,6849.315068493151,1057
"Ploegstraat 187, Amsterdam",1097 WE,300000.0,48,2,4.949415,52.340644,6250.0,1097
"Uffizilaan 43, Amsterdam",1064 WJ,675000.0,157,5,4.831079,52.368144,4299.363057324841,1064
"Amstelveenseweg 186 IV A, Amsterdam",1075 XR,345000.0,34,2,4.855832,52.352385,10147.058823529413,1075
"Werengouw 413, Amsterdam",1024 NZ,275000.0,64,3,4.94649,52.39437,4296.875,1024
"Dirk Bonsstraat 22, Amsterdam",1063 VA,245000.0,45,2,4.834844,52.378255,5444.444444444444,1063
"Amstelveenseweg 186 IIIV, Amsterdam",1075 XR,385000.0,37,2,4.855832,52.352385,10405.405405405405,1075
"Amstelveenseweg 186 IIIA, Amsterdam",1075 XR,375000.0,35,2,4.855832,52.352385,10714.285714285714,1075
"Stentorstraat 95 I, Amsterdam",1035 XE,300000.0,68,3,4.898877,52.419502,4411.764705882353,1035
"Saskia van Uijlenburgkade 158 PP, Amsterdam",1058 GA,1200000.0,171,4,4.846606,52.356702,7017.543859649123,1058
"J.S. Ruppertstraat 17, Amsterdam",1069 KJ,499000.0,127,5,4.796462,52.352238,3929.1338582677167,1069
"Bijlmerdreef 514, Amsterdam",1102 AC,325000.0,98,3,4.956816,52.31741,3316.326530612245,1102
"Jacob van Lennepkade 265 C, Amsterdam",1054 ZT,480000.0,60,2,4.85983,52.361813,8000.0,1054
"Aalsmeerweg 112 II, Amsterdam",1059 AR,475000.0,62,4,4.846923,52.347545,7661.290322580645,1059
"Rustenburgerstraat 398 H, Amsterdam",1072 HH,685000.0,78,3,4.890731,52.351449,8782.051282051281,1072
"Keizersgracht 306 1 V, Amsterdam",1016 EX,550000.0,57,2,4.884292,52.370557,9649.122807017544,1016
"Eurokade 10, Amsterdam",1060 RZ,550000.0,137,5,4.787554,52.348895,4014.598540145985,1060
"Oranje Nassaulaan 9, Amsterdam",1075 AH,5850000.0,480,14,4.863729,52.354874,12187.5,1075
"Burgemeester Hogguerstraat 773, Amsterdam",1064 EB,330000.0,78,3,4.829637,52.372964,4230.7692307692305,1064
"Hertspieghelweg 6 I, Amsterdam",1055 KL,375000.0,59,3,4.852415,52.380133,6355.932203389831,1055
"Rietlandpark 103, Amsterdam",1019 DS,575000.0,107,3,4.935891,52.37338,5373.8317757009345,1019
"Langestraat 96, Amsterdam",1015 AM,825000.0,98,4,4.890594,52.376848,8418.367346938776,1015
"George Ortonpad 9, Amsterdam",1034 WN,515000.0,119,4,4.918363,52.403385,4327.731092436975,1034
"Hogevecht 8, Amsterdam",1102 HA,225000.0,65,2,4.958115,52.309662,3461.5384615384614,1102
"Koninginneweg 158 4, Amsterdam",1075 EE,1050000.0,119,5,4.860818,52.352776,8823.529411764706,1075
"Leeuwendalersweg 13 E, Amsterdam",1055 JE,425000.0,80,4,4.846389,52.379296,5312.5,1055
"Spicastraat 3, Amsterdam",1033 CN,375000.0,63,5,4.890785,52.41492,5952.380952380952,1033
"Hugo de Grootkade 9 H, Amsterdam",1052 LN,1150000.0,145,5,4.87195,52.372454,7931.0344827586205,1052
"Egidiusstraat 28 3, Amsterdam",1055 GV,425000.0,71,4,4.852168,52.378747,5985.915492957746,1055
"Reguliersgracht 87, Amsterdam",1017 LN,1450000.0,124,5,4.896425,52.360892,11693.548387096775,1017
"Sarphatistraat 82 E, Amsterdam",1018 GS,850000.0,90,3,4.910051,52.361418,9444.444444444445,1018
"Waterlooplein 175 PP, Amsterdam",1011 PG,750000.0,114,4,4.902566,52.368503,6578.9473684210525,1011
"Noorder Valdeur 4, Amsterdam",1035 KA,450000.0,107,4,4.892525,52.423619,4205.607476635514,1035
"Charlotte Brontéstraat 164, Amsterdam",1102 XH,235000.0,58,2,4.947669,52.325253,4051.7241379310344,1102
"Rapenburg 35 C, Amsterdam",1011 TV,600000.0,83,2,4.908391,52.371373,7228.915662650603,1011
"Nicolaas Anslijnstraat 117, Amsterdam",1068 WT,315000.0,81,3,4.807981,52.357437,3888.8888888888887,1068
"Vondelstraat 70 II, Amsterdam",1054 GG,1250000.0,157,4,4.876006,52.362028,7961.783439490446,1054
"Doornburg 155, Amsterdam",1081 JX,699000.0,98,3,4.861985,52.322384,7132.65306122449,1081
"Kruisherenpad 7, Amsterdam",1067 DZ,440000.0,115,6,4.802015,52.380829,3826.086956521739,1067
"Klaprozenweg 49 B 2 +PP, Amsterdam",1032 KK,450000.0,74,2,4.904136,52.399475,6081.081081081081,1032
"Bakkumstraat 4, Amsterdam",1024 VX,300000.0,78,4,4.954641,52.394724,3846.153846153846,1024
"Narva-eiland 171, Amsterdam",1014 ZJ,475000.0,61,3,4.881701,52.393538,7786.88524590164,1014
"Pretoriusstraat 22 1, Amsterdam",1092 GG,399000.0,66,4,4.925631,52.356012,6045.454545454545,1092
"Parnassusweg 29 I, Amsterdam",1077 DC,790000.0,109,5,4.867865,52.345104,7247.706422018348,1077
"Slatuinenweg 21, Amsterdam",1057 KA,650000.0,77,3,4.863394,52.36954,8441.558441558442,1057
"Jan Ligthartstraat 19, Amsterdam",1068 PA,375000.0,96,4,4.806801,52.352919,3906.25,1068
"Van Oldenbarneveldtstraat 66 1, Amsterdam",1052 KD,365000.0,47,2,4.874125,52.374854,7765.95744680851,1052
"Carry Pothuis-Smitstraat 28, Amsterdam",1069 RC,210000.0,47,2,4.797085,52.353976,4468.085106382979,1069
"Ruimzicht 130, Amsterdam",1068 CS,269000.0,55,2,4.808183,52.361977,4890.909090909091,1068
"Nachtwachtlaan 167, Amsterdam",1058 EE,570000.0,96,4,4.843132,52.360049,5937.5,1058
"Warmoesstraat 16 M, Amsterdam",1012 JD,785000.0,112,3,4.899032,52.376065,7008.928571428572,1012
"Oostelijke Handelskade 1155, Amsterdam",1019 DN,500000.0,93,3,4.938017,52.373868,5376.344086021505,1019
"Vechtstraat 180 I, Amsterdam",1079 JW,400000.0,53,3,4.907895,52.341373,7547.169811320755,1079
"Leiduinstraat 18 I, Amsterdam",1058 SJ,425000.0,55,3,4.846708,52.353775,7727.272727272727,1058
"Poeldijkstraat 269, Amsterdam",1059 VL,700000.0,106,3,4.844918,52.349996,6603.773584905661,1059
"Burgemeester Cramergracht 91, Amsterdam",1064 AH,350000.0,75,3,4.832782,52.373345,4666.666666666667,1064
"Olympiaweg 58 III, Amsterdam",1076 XB,360000.0,42,3,4.86139,52.347835,8571.42857142857,1076
"Geldersekade 11 II, Amsterdam",1011 EH,512000.0,64,2,4.902531,52.37572,8000.0,1011
"Van Ostadestraat 365 I, Amsterdam",1074 VW,375000.0,45,2,4.90341,52.354369,8333.333333333334,1074
"Javakade 144, Amsterdam",1019 RW,750000.0,118,4,4.930455,52.377871,6355.932203389831,1019
"Gouden Leeuw 347, Amsterdam",1103 KH,237000.0,53,3,4.974395,52.324322,4471.698113207547,1103
"Van Ostadestraat 58 1H, Amsterdam",1072 TA,375000.0,45,2,4.888718,52.351656,8333.333333333334,1072
"Zandstraat 5 hs, Amsterdam",1011 HJ,560000.0,80,2,4.898846,52.370303,7000.0,1011
"Willem Kraanstraat 80, Amsterdam",1063 ML,250000.0,48,3,4.823887,52.38063,5208.333333333333,1063
"Nieuwevaartweg, Amsterdam",1019 AL,650000.0,87,4,4.95437552819149,52.3679823,7471.264367816092,1019
"Levantplein 9, Amsterdam",1019 MA,1450000.0,273,5,4.942112,52.376819,5311.355311355312,1019
"Mandarijnenstraat 60 H, Amsterdam",1033 LG,275000.0,40,2,4.898299,52.40928,6875.0,1033
"Antillenstraat 25 III, Amsterdam",1058 GX,550000.0,81,5,4.850743,52.359283,6790.123456790124,1058
"Ekingenstraat 272, Amsterdam",1069 GZ,349000.0,82,4,4.797681,52.354375,4256.09756097561,1069
"Jan van Duivenvoordestraat 85 2, Amsterdam",1067 MT,350000.0,92,3,4.802582,52.379007,3804.3478260869565,1067
"Droogbak 6 B, Amsterdam",1013 GE,575000.0,80,3,4.893865,52.379863,7187.5,1013
"Beulingstraat 6 A, Amsterdam",1017 BA,1000000.0,120,3,4.887462,52.368027,8333.333333333334,1017
"Het Breed 617, Amsterdam",1025 HW,398000.0,102,3,4.93924,52.396527,3901.9607843137255,1025
"Tielstraat 31, Amsterdam",1107 PZ,280000.0,82,3,4.968223,52.291672,3414.6341463414633,1107
"Akbarstraat 16 D, Amsterdam",1061 EA,350000.0,58,3,4.841738,52.378934,6034.482758620689,1061
"Haparandaweg 932 A, Amsterdam",1013 BD,500000.0,76,3,4.878134,52.395229,6578.9473684210525,1013
"Van der Palmkade 116, Amsterdam",1051 RH,615000.0,95,4,4.8722593,52.379951,6473.684210526316,1051
"Haringbuisdijk 14, Amsterdam",1086 VA,575000.0,128,4,4.90981909560303,52.3686532505277,4492.1875,1086
"Brouwersgracht 172 A, Amsterdam",1013 HB,275000.0,31,2,4.888065,52.381025,8870.967741935483,1013
"Cliffordstraat 3 3, Amsterdam",1051 GP,644900.0,92,3,4.873124,52.383918,7009.782608695652,1051
"Kanaalstraat 100 G, Amsterdam",1054 XL,199000.0,21,1,4.862992,52.362176,9476.190476190477,1054
"Saxen-Weimarlaan 22 2, Amsterdam",1075 CB,685000.0,80,3,4.856566,52.353584,8562.5,1075
"Lauriergracht 89, Amsterdam",1016 RJ,1300000.0,139,5,4.879252,52.370823,9352.51798561151,1016
"Faas Wilkesstraat 357, Amsterdam",1095 MD,540000.0,94,3,4.969506,52.372583,5744.68085106383,1095
"Praterlaan 8, Amsterdam",1098 WR,475000.0,96,4,4.952066,52.344595,4947.916666666667,1098
"Langswater 576, Amsterdam",1069 EE,245000.0,61,3,4.788481,52.357145,4016.3934426229507,1069
"Buiksloterweg 99, Amsterdam",1031 CJ,1250000.0,180,9,4.914882,52.388128,6944.444444444444,1031
"Geldersekade 37 II, Amsterdam",1011 EJ,695000.0,96,3,4.902359,52.37536,7239.583333333333,1011
"Quashibastraat, Amsterdam",1087 VS,348738.0,79,4,5.0165552,52.3505131,4414.405063291139,1087
"Quashibastraat, Amsterdam",1087 VS,348738.0,79,4,5.0165552,52.3505131,4414.405063291139,1087
"Valeriusstraat 193, Amsterdam",1075 EW,1698000.0,205,5,4.860637,52.351894,8282.926829268292,1075
"Tussen Meer 230, Amsterdam",1069 DW,275000.0,84,4,4.790574,52.356342,3273.809523809524,1069
"Willem Kraanstraat 38, Amsterdam",1063 MG,375000.0,118,4,4.82399,52.380639,3177.9661016949153,1063
"Bastenakenstraat 122, Amsterdam",1066 JG,675000.0,129,4,4.819965,52.343878,5232.558139534884,1066
"Hagedoornplein 24, Amsterdam",1031 BV,849000.0,111,5,4.91369,52.38816,7648.648648648648,1031
"Bos en Lommerweg 356, Amsterdam",1061 DJ,539000.0,108,4,4.838534,52.379072,4990.740740740741,1061
"Eerste Looiersdwarsstraat 10 B, Amsterdam",1016 VM,525000.0,59,4,4.880977,52.368961,8898.305084745763,1016
"Kromme Waal 18, Amsterdam",1011 BS,1500000.0,194,9,4.902614,52.374848,7731.958762886598,1011
"Ringdijk, Amsterdam",1097 AE,295000.0,41,1,4.927757,52.354173,7195.121951219512,1097
"Ringdijk, Amsterdam",1097 AE,750000.0,117,1,4.927757,52.354173,6410.25641025641,1097
"Kleine Beerstraat 31, Amsterdam",1033 CP,350000.0,72,3,4.890612,52.414587,4861.111111111111,1033
"Stuyvesantstraat 33 II, Amsterdam",1058 AK,350000.0,51,3,4.856935,52.363256,6862.745098039216,1058
"John Blankensteinstraat 51, Amsterdam",1095 MB,599000.0,113,4,4.965731,52.375268,5300.884955752213,1095
"S. F. van Ossstraat 334, Amsterdam",1068 JS,300000.0,79,4,4.810678,52.355493,3797.46835443038,1068
