"earnings","height","weight"
38925.3359375,178,81.6
33712.96875,175,77.1
33712.96875,203,102.1
12954.765625,180,90.7
33712.96875,185,127
84054.75,175,115.7
23362.873046875,163,63.5
84054.75,178,227.2
28560.38671875,170,99.8
49430.109375,168,74.8
19237.1953125,183,88.5
28560.38671875,190,77.1
33712.96875,170,66.7
49430.109375,178,97.1
15081.9755859375,178,72.6
20305.509765625,173,72.6
49430.109375,173,81.6
44152.16015625,178,77.1
38925.3359375,178,77.1
84054.75,173,68
38925.3359375,173,83.9
84054.75,180,124.7
33712.96875,173,68
44152.16015625,188,90.7
84054.75,185,81.6
15081.9755859375,175,95.3
11953.455078125,170,81.6
28560.38671875,178,99.8
44152.16015625,193,113.4
33712.96875,178,108.9
28560.38671875,183,90.7
23362.873046875,183,104.3
23362.873046875,168,83.9
84054.75,173,102.1
28560.38671875,160,61.2
84054.75,190,93
33712.96875,165,65.8
44152.16015625,188,120.2
44152.16015625,190,101.2
84054.75,185,83.9
84054.75,188,111.1
44152.16015625,175,83.9
38925.3359375,173,95.3
17171.263671875,180,72.6
28560.38671875,175,65.8
28560.38671875,183,83.9
44152.16015625,168,61.2
23362.873046875,178,86.2
38925.3359375,170,66.7
84054.75,178,86.2
33712.96875,178,81.6
18168.841796875,155,81.6
19237.1953125,165,63.5
28560.38671875,178,74.8
44152.16015625,170,72.6
49430.109375,168,68
38925.3359375,168,59
38925.3359375,193,90.7
28560.38671875,173,65.8
28560.38671875,168,83.9
84054.75,185,106.6
19237.1953125,183,72.6
23362.873046875,173,83.9
44152.16015625,168,124.7
28560.38671875,188,81.6
15081.9755859375,175,67.6
23362.873046875,163,77.1
84054.75,170,83.9
28560.38671875,173,49.9
38925.3359375,173,86.2
28560.38671875,170,86.2
84054.75,178,90.7
20305.509765625,178,88.5
49430.109375,185,79.4
23362.873046875,190,111.1
49430.109375,193,97.5
12954.765625,188,99.8
84054.75,175,77.1
49430.109375,185,99.8
49430.109375,173,81.6
38925.3359375,168,63.5
28560.38671875,165,99.8
84054.75,193,104.3
33712.96875,165,94.3
18168.841796875,178,90.7
84054.75,178,86.2
16081.587890625,190,113.4
84054.75,173,90.7
18168.841796875,160,53.5
28560.38671875,173,74.4
44152.16015625,180,72.6
23362.873046875,178,63.5
44152.16015625,173,88.5
15081.9755859375,168,72.6
28560.38671875,178,88.9
49430.109375,175,56.7
23362.873046875,183,72.6
84054.75,173,68
9857.505859375,173,72.6
38925.3359375,190,113.4
23362.873046875,173,102.1
84054.75,183,83.9
44152.16015625,173,74.8
11953.455078125,178,78.5
33712.96875,178,107.5
84054.75,178,80.7
15081.9755859375,178,86.2
16081.587890625,173,82.6
33712.96875,168,86.2
84054.75,170,72.6
38925.3359375,180,127
23362.873046875,168,74.8
28560.38671875,190,93
20305.509765625,185,104.3
28560.38671875,170,81.6
23362.873046875,178,76.2
33712.96875,183,80.7
38925.3359375,185,93
49430.109375,183,86.2
84054.75,170,68
84054.75,168,61.2
33712.96875,180,64.4
44152.16015625,183,83.9
20305.509765625,170,68
84054.75,188,65.8
33712.96875,193,90.7
38925.3359375,185,103
38925.3359375,170,90.7
44152.16015625,178,90.7
84054.75,188,87.1
44152.16015625,175,77.1
49430.109375,196,98
84054.75,190,117.9
28560.38671875,183,65.8
84054.75,180,85.7
44152.16015625,175,73.9
84054.75,190,108.9
38925.3359375,170,65.8
28560.38671875,180,85.7
33712.96875,178,81.6
84054.75,183,83.9
84054.75,173,90.7
23362.873046875,180,65.8
38925.3359375,188,93
28560.38671875,173,85.3
84054.75,175,74.8
49430.109375,193,106.6
84054.75,178,86.2
84054.75,180,83.9
14021.39453125,180,89.8
38925.3359375,188,90.7
84054.75,170,74.8
19237.1953125,190,91.2
33712.96875,183,108.9
84054.75,188,104.3
33712.96875,185,87.5
84054.75,188,100.7
84054.75,180,79.4
84054.75,188,97.5
84054.75,178,74.8
28560.38671875,178,95.3
28560.38671875,183,102.1
84054.75,185,88.5
28560.38671875,183,79.4
18168.841796875,173,99.8
28560.38671875,178,81.6
38925.3359375,175,72.6
17171.263671875,178,81.6
84054.75,180,83.9
38925.3359375,173,79.4
38925.3359375,185,102.5
84054.75,180,90.7
84054.75,178,104.3
84054.75,180,76.2
19237.1953125,165,70.3
14021.39453125,168,59
44152.16015625,183,133.8
84054.75,178,84.4
23362.873046875,175,72.6
84054.75,178,89.8
33712.96875,180,81.6
18168.841796875,183,68
84054.75,165,68
84054.75,175,77.1
44152.16015625,165,90.7
44152.16015625,185,86.2
33712.96875,170,81.6
84054.75,193,117.9
33712.96875,170,74.8
28560.38671875,175,73.9
38925.3359375,163,59
28560.38671875,160,77.1
84054.75,178,88.5
38925.3359375,193,88.5
14021.39453125,183,89.8
84054.75,185,74.8
84054.75,188,99.8
84054.75,190,86.2
23362.873046875,165,68
38925.3359375,193,127
38925.3359375,173,78.5
84054.75,173,83.9
84054.75,178,88.5
84054.75,193,106.6
33712.96875,168,45.4
33712.96875,183,90.7
84054.75,178,76.2
23362.873046875,188,70.3
23362.873046875,173,77.1
84054.75,178,97.5
20305.509765625,173,77.1
33712.96875,175,86.6
23362.873046875,180,77.1
49430.109375,180,95.3
38925.3359375,180,95.3
11953.455078125,178,72.6
49430.109375,190,97.5
12954.765625,175,83.5
84054.75,180,90.7
33712.96875,173,81.6
9857.505859375,175,90.7
14021.39453125,180,90.7
84054.75,178,85.3
38925.3359375,178,79.4
49430.109375,180,93
16081.587890625,173,68
23362.873046875,168,74.8
28560.38671875,188,86.2
18168.841796875,170,83.9
6711.28759765625,185,80.7
33712.96875,185,95.3
12954.765625,193,83.9
84054.75,183,97.5
84054.75,173,68
23362.873046875,180,79.8
28560.38671875,170,127
84054.75,183,109.8
84054.75,178,72.6
84054.75,193,90.7
84054.75,173,68
84054.75,178,88.5
84054.75,183,98.9
84054.75,188,106.6
44152.16015625,180,104.8
12954.765625,185,88.5
38925.3359375,173,88
84054.75,180,72.6
44152.16015625,190,79.4
84054.75,180,99.8
84054.75,188,95.3
20305.509765625,183,97.5
38925.3359375,173,76.2
84054.75,183,95.3
44152.16015625,173,79.4
28560.38671875,173,90.7
84054.75,183,76.2
28560.38671875,173,79.4
28560.38671875,185,95.3
44152.16015625,193,86.2
84054.75,180,103.9
84054.75,168,90.7
84054.75,173,81.6
49430.109375,168,69.9
44152.16015625,180,113.4
84054.75,178,81.6
84054.75,180,81.6
33712.96875,185,92.5
28560.38671875,183,95.7
18168.841796875,178,68
84054.75,175,91.6
84054.75,175,95.3
84054.75,178,88.5
84054.75,178,81.6
15081.9755859375,175,74.8
84054.75,193,104.3
84054.75,175,78
84054.75,175,83.9
44152.16015625,175,86.2
84054.75,188,88.5
38925.3359375,173,72.6
84054.75,185,95.3
84054.75,180,102.1
28560.38671875,175,83.9
18168.841796875,168,83.9
84054.75,180,81.6
28560.38671875,163,70.3
49430.109375,183,93
84054.75,193,108.9
84054.75,185,93
49430.109375,180,102.1
84054.75,188,113.4
84054.75,175,76.2
23362.873046875,183,77.1
84054.75,183,104.3
84054.75,183,90.7
14021.39453125,180,113.4
44152.16015625,180,99.8
84054.75,178,93
38925.3359375,178,108.9
84054.75,170,78.5
49430.109375,190,93
33712.96875,175,72.6
84054.75,190,106.6
84054.75,175,83.9
33712.96875,173,86.2
28560.38671875,183,97.5
84054.75,185,102.1
84054.75,188,117.9
84054.75,193,90.7
49430.109375,188,97.5
84054.75,175,83.9
84054.75,180,90.7
6711.28759765625,175,82.1
20305.509765625,180,83
28560.38671875,170,93
28560.38671875,175,86.2
28560.38671875,180,83.9
44152.16015625,193,104.3
84054.75,183,88.5
44152.16015625,180,106.6
84054.75,178,108.9
49430.109375,193,102.1
23362.873046875,175,65.8
33712.96875,180,86.2
84054.75,173,83
23362.873046875,178,71.7
84054.75,183,102.1
84054.75,180,88.5
33712.96875,175,72.6
44152.16015625,183,93
84054.75,180,99.8
23362.873046875,168,63.5
28560.38671875,183,86.2
84054.75,190,104.3
84054.75,170,80.7
84054.75,178,88.5
20305.509765625,178,86.2
84054.75,183,99.8
84054.75,183,81.6
84054.75,183,90.7
84054.75,180,68
33712.96875,183,81.6
49430.109375,183,83.5
84054.75,183,99.8
38925.3359375,193,111.1
84054.75,178,99.8
16081.587890625,165,73.5
23362.873046875,170,113.4
84054.75,178,93
28560.38671875,163,74.8
84054.75,188,104.3
28560.38671875,198,132.4
84054.75,183,88
38925.3359375,178,83.9
23362.873046875,178,83.9
38925.3359375,185,88.5
84054.75,170,68
84054.75,188,108.9
20305.509765625,173,89.8
16081.587890625,175,109.3
28560.38671875,193,96.2
84054.75,183,81.6
49430.109375,180,79.4
84054.75,185,83.9
20305.509765625,183,81.6
28560.38671875,168,83.9
84054.75,178,79.4
84054.75,190,104.3
49430.109375,183,102.1
28560.38671875,175,77.1
84054.75,175,81.6
84054.75,175,77.1
28560.38671875,190,90.7
23362.873046875,168,67.1
33712.96875,180,88.5
84054.75,168,83.9
23362.873046875,170,79.4
49430.109375,175,97.5
33712.96875,168,67.1
84054.75,175,88.5
33712.96875,173,95.3
23362.873046875,185,108.9
84054.75,183,115.7
49430.109375,193,120.2
84054.75,178,73.5
84054.75,178,81.6
33712.96875,180,95.3
49430.109375,178,81.6
84054.75,185,99.8
28560.38671875,180,82.1
84054.75,183,88.9
44152.16015625,188,95.3
8826.6513671875,183,117.5
33712.96875,180,95.3
84054.75,160,68
10865.4287109375,183,72.6
23362.873046875,188,86.2
84054.75,180,86.2
84054.75,180,83.9
84054.75,180,90.7
38925.3359375,178,95.3
38925.3359375,175,113.4
28560.38671875,170,92.5
84054.75,183,97.5
84054.75,175,95.3
16081.587890625,170,106.6
84054.75,185,88.5
84054.75,173,70.3
38925.3359375,185,97.5
44152.16015625,180,93
23362.873046875,168,66.2
84054.75,180,83.9
28560.38671875,178,86.2
49430.109375,178,81.6
44152.16015625,170,63.5
84054.75,175,72.6
84054.75,175,86.6
28560.38671875,180,81.6
84054.75,175,124.7
84054.75,180,77.1
20305.509765625,188,143.8
44152.16015625,185,93
20305.509765625,180,104.3
84054.75,183,83.9
84054.75,185,93
84054.75,188,93
84054.75,183,106.6
6711.28759765625,183,86.2
84054.75,173,83.9
84054.75,175,88.5
33712.96875,175,81.6
38925.3359375,175,80.7
84054.75,178,72.6
33712.96875,203,127
49430.109375,185,86.2
28560.38671875,185,92.1
84054.75,180,79.4
84054.75,173,97.5
84054.75,168,68
15081.9755859375,188,95.3
28560.38671875,190,106.6
44152.16015625,180,97.5
44152.16015625,190,108.9
84054.75,173,106.6
84054.75,180,70.3
84054.75,193,81.6
84054.75,180,86.2
18168.841796875,168,72.6
84054.75,175,77.1
8826.6513671875,188,112.5
23362.873046875,168,80.7
28560.38671875,180,102.1
38925.3359375,180,95.3
20305.509765625,185,70.3
49430.109375,183,96.2
23362.873046875,165,77.1
84054.75,180,79.4
84054.75,183,81.6
84054.75,188,117.9
84054.75,175,81.2
44152.16015625,173,67.1
44152.16015625,163,68.9
84054.75,185,83.9
44152.16015625,168,74.8
84054.75,178,83.9
33712.96875,175,71.2
84054.75,180,78.5
14021.39453125,183,106.6
23362.873046875,178,83.9
15081.9755859375,175,58.1
33712.96875,183,95.3
44152.16015625,180,83.9
28560.38671875,168,72.6
28560.38671875,170,70.8
84054.75,178,79.4
84054.75,178,99.8
84054.75,175,88.5
28560.38671875,170,63.5
49430.109375,193,95.3
38925.3359375,188,113.4
84054.75,185,98.9
84054.75,178,72.6
44152.16015625,183,104.3
84054.75,178,79.4
84054.75,178,97.5
84054.75,168,86.2
49430.109375,180,93.4
11953.455078125,173,83.9
84054.75,185,99.8
33712.96875,173,99.8
84054.75,173,81.6
28560.38671875,180,79.4
10865.4287109375,183,80.7
33712.96875,185,95.3
49430.109375,183,108.9
49430.109375,178,77.1
84054.75,178,95.3
23362.873046875,188,90.7
49430.109375,170,86.2
19237.1953125,183,99.8
84054.75,183,83.9
84054.75,178,90.7
84054.75,178,90.7
84054.75,188,81.6
84054.75,178,79.4
84054.75,175,91.2
16081.587890625,170,86.2
84054.75,183,83.9
23362.873046875,183,95.3
33712.96875,165,72.6
44152.16015625,175,90.7
44152.16015625,183,136.1
44152.16015625,170,86.2
84054.75,175,79.4
44152.16015625,178,99.8
38925.3359375,178,86.2
84054.75,178,95.3
38925.3359375,188,103
84054.75,170,65.8
84054.75,198,124.7
84054.75,173,74.8
33712.96875,190,154.2
84054.75,178,74.8
33712.96875,168,86.2
28560.38671875,193,122.5
38925.3359375,163,79.8
84054.75,175,81.6
84054.75,168,74.8
16081.587890625,183,88.5
49430.109375,180,117.9
84054.75,183,90.7
84054.75,180,90.7
23362.873046875,183,90.7
19237.1953125,173,99.8
6711.28759765625,185,95.3
33712.96875,183,104.3
33712.96875,170,78.9
23362.873046875,165,61.2
38925.3359375,185,97.5
23362.873046875,168,95.3
28560.38671875,175,61.2
15081.9755859375,185,79.4
18168.841796875,183,79.4
38925.3359375,173,72.6
33712.96875,175,88
33712.96875,180,86.2
33712.96875,173,81.6
9857.505859375,168,83.9
15081.9755859375,180,83.9
16081.587890625,178,67.6
38925.3359375,183,108.9
9857.505859375,188,83.9
28560.38671875,178,77.1
28560.38671875,180,86.2
33712.96875,180,90.7
9857.505859375,170,63.5
5675.8955078125,173,74.8
5675.8955078125,180,95.3
23362.873046875,165,73.5
12954.765625,175,79.4
19237.1953125,188,102.1
20305.509765625,178,65.8
84054.75,175,80.7
38925.3359375,175,59
28560.38671875,175,79.4
28560.38671875,178,79.4
20305.509765625,178,90.7
10865.4287109375,165,75.3
6711.28759765625,175,83.9
15081.9755859375,180,77.1
33712.96875,183,227.2
12954.765625,168,72.6
84054.75,190,122.5
16081.587890625,163,59
18168.841796875,180,97.5
38925.3359375,160,49.9
28560.38671875,170,74.8
33712.96875,163,65.8
28560.38671875,165,70.3
16081.587890625,173,65.8
28560.38671875,183,83.9
23362.873046875,165,73
84054.75,183,113.4
19237.1953125,183,117
49430.109375,178,72.6
28560.38671875,173,72.6
33712.96875,173,90.7
28560.38671875,183,95.3
28560.38671875,163,63.5
38925.3359375,178,68
28560.38671875,185,68
33712.96875,188,90.7
23362.873046875,178,65.8
84054.75,165,68
38925.3359375,170,77.1
11953.455078125,163,63.5
28560.38671875,188,70.3
23362.873046875,178,74.8
28560.38671875,175,83.9
84054.75,180,74.8
17171.263671875,190,104.3
38925.3359375,170,91.6
7782.85400390625,163,63.5
23362.873046875,178,83.9
33712.96875,178,72.6
23362.873046875,160,63.5
15081.9755859375,173,61.2
10865.4287109375,185,99.8
8826.6513671875,170,71.7
84054.75,185,90.7
23362.873046875,183,68
28560.38671875,168,77.1
44152.16015625,180,98
23362.873046875,173,76.2
38925.3359375,178,77.1
18168.841796875,165,64.9
84054.75,175,86.2
23362.873046875,168,81.6
28560.38671875,175,86.2
12954.765625,175,90.7
10865.4287109375,160,52.2
28560.38671875,180,87.1
5675.8955078125,175,67.1
12954.765625,163,77.1
38925.3359375,178,79.4
84054.75,175,77.1
44152.16015625,178,70.3
10865.4287109375,165,61.2
18168.841796875,175,77.1
44152.16015625,183,136.1
84054.75,173,77.1
19237.1953125,185,71.7
84054.75,188,95.3
19237.1953125,173,117.9
14021.39453125,173,65.8
15081.9755859375,175,77.1
33712.96875,163,63.5
33712.96875,183,86.2
23362.873046875,180,88.5
9857.505859375,168,68
12954.765625,173,97.5
16081.587890625,185,99.8
16081.587890625,168,77.1
4726.39111328125,180,84.8
23362.873046875,180,86.2
33712.96875,173,58.1
12954.765625,160,72.6
44152.16015625,185,79.4
20305.509765625,170,104.3
38925.3359375,170,74.8
28560.38671875,183,102.1
12954.765625,180,72.6
49430.109375,188,72.6
23362.873046875,183,99.8
16081.587890625,165,86.2
84054.75,183,93
23362.873046875,168,81.6
23362.873046875,168,74.8
23362.873046875,165,68
49430.109375,183,99.8
28560.38671875,168,68.5
23362.873046875,185,83.9
23362.873046875,173,68
33712.96875,170,74.8
28560.38671875,188,93
33712.96875,178,77.1
28560.38671875,178,83.5
20305.509765625,163,77.1
4726.39111328125,188,89.4
23362.873046875,190,88.5
20305.509765625,183,86.2
28560.38671875,178,72.6
23362.873046875,168,81.6
19237.1953125,170,79.4
18168.841796875,170,83.9
23362.873046875,180,90.7
7782.85400390625,178,122.5
8826.6513671875,188,79.4
17171.263671875,170,73.5
23362.873046875,180,61.2
20305.509765625,163,62.6
10865.4287109375,157,65.8
19237.1953125,183,83.9
16081.587890625,183,65.8
84054.75,183,95.3
84054.75,175,70.3
38925.3359375,178,88.5
17171.263671875,173,106.6
23362.873046875,185,83.9
33712.96875,183,104.3
19237.1953125,185,106.6
10865.4287109375,198,97.5
20305.509765625,185,108.9
15081.9755859375,180,68
15081.9755859375,178,88.5
84054.75,185,83.9
17171.263671875,178,99.8
20305.509765625,178,80.7
23362.873046875,183,81.6
23362.873046875,178,70.3
84054.75,173,72.6
49430.109375,175,68
84054.75,173,81.6
18168.841796875,163,89.8
18168.841796875,170,68.9
84054.75,190,140.6
23362.873046875,175,71.7
11953.455078125,178,68
6711.28759765625,173,77.1
18168.841796875,190,95.3
38925.3359375,165,65.8
18168.841796875,183,83.9
14021.39453125,157,74.8
84054.75,173,94.3
11953.455078125,173,90.7
23362.873046875,188,110.2
23362.873046875,175,81.6
33712.96875,163,77.1
16081.587890625,178,99.8
84054.75,165,56.7
84054.75,178,90.7
6711.28759765625,165,68
12954.765625,175,95.3
33712.96875,170,61.2
28560.38671875,178,93
84054.75,175,77.1
23362.873046875,175,68.9
16081.587890625,183,75.7
38925.3359375,183,95.3
33712.96875,190,99.8
28560.38671875,168,64
10865.4287109375,185,113.4
23362.873046875,175,82.6
9857.505859375,175,79.4
84054.75,170,72.6
19237.1953125,180,88.5
84054.75,185,68
23362.873046875,173,71.7
38925.3359375,168,70.8
16081.587890625,185,95.3
28560.38671875,173,83.9
16081.587890625,175,86.2
10865.4287109375,170,54.4
23362.873046875,178,77.1
6711.28759765625,152,54.4
33712.96875,170,52.2
20305.509765625,183,72.6
12954.765625,183,88.5
23362.873046875,170,72.6
23362.873046875,173,54.4
12954.765625,180,102.1
44152.16015625,185,95.3
15081.9755859375,185,88.5
33712.96875,178,74.8
20305.509765625,173,83.9
23362.873046875,188,81.6
12954.765625,183,129.3
12954.765625,170,72.6
38925.3359375,185,104.3
16081.587890625,183,72.6
28560.38671875,175,68
84054.75,173,77.1
7782.85400390625,173,77.1
84054.75,180,79.4
44152.16015625,183,83.9
19237.1953125,185,93
23362.873046875,157,66.7
10865.4287109375,180,77.1
10865.4287109375,183,99.8
18168.841796875,170,78
33712.96875,178,81.6
19237.1953125,175,80.7
12954.765625,165,79.4
49430.109375,175,99.8
23362.873046875,180,73.5
17171.263671875,185,72.6
6711.28759765625,188,145.1
33712.96875,183,74.8
10865.4287109375,168,63.5
12954.765625,178,108.9
23362.873046875,178,83.5
10865.4287109375,168,63.5
44152.16015625,160,49.9
19237.1953125,188,81.6
17171.263671875,173,54.4
33712.96875,175,90.7
14021.39453125,170,59
44152.16015625,163,61.2
38925.3359375,175,77.6
44152.16015625,168,59
14021.39453125,165,70.3
28560.38671875,178,86.2
8826.6513671875,175,77.1
23362.873046875,183,88.9
49430.109375,183,69.4
20305.509765625,190,89.8
28560.38671875,175,111.1
33712.96875,168,77.1
16081.587890625,196,88.5
49430.109375,180,97.5
28560.38671875,173,102.1
28560.38671875,183,79.4
11953.455078125,173,70.3
6711.28759765625,173,72.6
17171.263671875,175,79.4
19237.1953125,175,86.2
11953.455078125,188,95.3
28560.38671875,188,77.1
19237.1953125,170,72.6
23362.873046875,180,79.4
49430.109375,175,77.1
38925.3359375,188,97.5
7782.85400390625,175,63.5
9857.505859375,188,113.4
23362.873046875,183,81.6
84054.75,170,66.2
28560.38671875,175,72.6
9857.505859375,175,81.6
12954.765625,183,81.6
28560.38671875,163,74.8
38925.3359375,168,72.6
38925.3359375,168,117.9
17171.263671875,180,87.1
38925.3359375,175,81.6
17171.263671875,180,71.7
84054.75,188,77.1
14021.39453125,185,83.9
20305.509765625,173,86.2
84054.75,183,80.7
84054.75,180,81.6
18168.841796875,160,49.9
84054.75,178,59
12954.765625,183,65.8
16081.587890625,170,83.9
20305.509765625,168,70.3
12954.765625,180,72.6
44152.16015625,183,117.9
23362.873046875,188,102.1
33712.96875,163,77.1
8826.6513671875,170,129.3
33712.96875,178,92.5
84054.75,175,83.9
84054.75,173,63.5
16081.587890625,173,65.8
18168.841796875,183,79.4
15081.9755859375,163,72.6
11953.455078125,173,56.7
18168.841796875,188,83.9
84054.75,178,79.4
23362.873046875,190,83.9
33712.96875,173,72.6
17171.263671875,185,83.9
15081.9755859375,180,86.2
28560.38671875,183,86.2
20305.509765625,175,74.8
17171.263671875,173,86.2
33712.96875,180,68
19237.1953125,163,65.8
84054.75,188,93
49430.109375,170,90.7
12954.765625,145,56.7
23362.873046875,183,101.6
33712.96875,193,83.9
44152.16015625,170,104.3
15081.9755859375,188,81.6
9857.505859375,173,73.5
38925.3359375,178,99.8
15081.9755859375,188,79.4
15081.9755859375,173,63.5
17171.263671875,178,74.8
10865.4287109375,178,95.3
84054.75,175,81.6
44152.16015625,183,113.4
23362.873046875,175,54.4
23362.873046875,168,70.3
44152.16015625,170,83.9
28560.38671875,168,72.6
33712.96875,178,83.9
28560.38671875,173,104.3
44152.16015625,163,67.1
33712.96875,175,79.4
33712.96875,152,56.7
23362.873046875,168,81.6
8826.6513671875,168,68
15081.9755859375,175,78.9
33712.96875,180,93
84054.75,170,72.6
9857.505859375,185,83.9
12954.765625,170,72.6
28560.38671875,175,83.9
9857.505859375,170,81.6
17171.263671875,178,108.9
44152.16015625,168,74.8
4726.39111328125,170,63.5
15081.9755859375,185,68
20305.509765625,180,65.8
18168.841796875,160,59
28560.38671875,168,74.8
33712.96875,170,74.8
28560.38671875,175,74.8
15081.9755859375,178,81.2
33712.96875,168,77.1
17171.263671875,173,72.6
23362.873046875,180,106.6
28560.38671875,173,70.3
18168.841796875,175,81.6
11953.455078125,180,59.9
33712.96875,180,90.7
12954.765625,163,74.8
14021.39453125,165,55.8
28560.38671875,170,61.2
23362.873046875,185,81.6
12954.765625,175,79.4
44152.16015625,165,59
84054.75,178,74.8
23362.873046875,178,83.9
33712.96875,188,95.3
17171.263671875,185,77.1
23362.873046875,183,86.2
84054.75,188,136.1
9857.505859375,185,131.5
20305.509765625,170,63.5
23362.873046875,178,79.4
28560.38671875,173,83.9
38925.3359375,193,108.9
18168.841796875,185,74.8
44152.16015625,190,108.9
17171.263671875,170,72.6
23362.873046875,178,66.2
19237.1953125,178,70.3
23362.873046875,190,86.2
23362.873046875,175,70.8
49430.109375,175,81.6
33712.96875,168,59
33712.96875,180,95.3
28560.38671875,173,77.1
16081.587890625,180,77.1
15081.9755859375,175,77.6
28560.38671875,180,65.8
33712.96875,173,79.4
33712.96875,168,56.7
84054.75,183,73.9
18168.841796875,175,87.1
38925.3359375,173,81.6
15081.9755859375,180,74.8
84054.75,168,68
14021.39453125,170,72.6
44152.16015625,163,99.8
7782.85400390625,168,90.7
33712.96875,183,90.7
12954.765625,173,104.3
23362.873046875,178,100.2
28560.38671875,155,59
23362.873046875,175,86.2
17171.263671875,193,113.4
28560.38671875,183,83.9
23362.873046875,185,141.5
28560.38671875,175,87.5
33712.96875,206,108.9
18168.841796875,178,88.5
12954.765625,165,81.6
33712.96875,180,81.6
38925.3359375,190,88.5
44152.16015625,193,96.2
19237.1953125,178,90.7
49430.109375,185,97.1
84054.75,173,74.8
12954.765625,157,56.7
38925.3359375,183,93
84054.75,173,74.8
23362.873046875,173,95.3
33712.96875,178,98.9
15081.9755859375,178,79.4
33712.96875,180,70.3
44152.16015625,165,79.4
44152.16015625,175,74.8
23362.873046875,175,108.9
23362.873046875,178,70.3
11953.455078125,185,83.5
5675.8955078125,183,67.1
38925.3359375,175,62.6
33712.96875,180,104.3
11953.455078125,180,77.1
49430.109375,170,72.6
33712.96875,173,90.7
23362.873046875,178,90.7
23362.873046875,165,70.3
44152.16015625,173,81.6
15081.9755859375,163,68
44152.16015625,168,63.5
33712.96875,185,79.4
44152.16015625,180,76.2
33712.96875,170,73.9
16081.587890625,175,77.1
49430.109375,165,83.9
84054.75,185,90.7
44152.16015625,180,83.9
33712.96875,175,113.4
23362.873046875,175,89.8
7782.85400390625,185,81.2
28560.38671875,178,74.8
23362.873046875,163,65.3
84054.75,180,113.4
18168.841796875,147,59
17171.263671875,183,79.4
84054.75,183,95.3
23362.873046875,185,91.2
38925.3359375,178,79.4
28560.38671875,178,72.6
16081.587890625,193,111.1
20305.509765625,152,63.5
84054.75,180,81.6
38925.3359375,188,86.2
23362.873046875,178,72.6
7782.85400390625,173,95.3
33712.96875,193,117.9
38925.3359375,168,70.3
28560.38671875,170,77.1
33712.96875,163,74.8
18168.841796875,168,86.2
49430.109375,173,76.2
44152.16015625,183,81.6
10865.4287109375,170,82.6
23362.873046875,180,70.3
23362.873046875,173,65.8
44152.16015625,180,83.9
28560.38671875,180,104.3
49430.109375,185,86.2
12954.765625,183,77.1
23362.873046875,170,90.7
23362.873046875,170,77.1
10865.4287109375,168,84.8
84054.75,185,65.8
23362.873046875,170,68
14021.39453125,183,65.8
84054.75,168,95.3
44152.16015625,180,79.4
49430.109375,183,74.8
9857.505859375,168,68
18168.841796875,163,63
23362.873046875,173,74.8
20305.509765625,183,63.5
33712.96875,180,81.6
38925.3359375,180,86.2
38925.3359375,178,86.2
11953.455078125,165,68
28560.38671875,178,90.7
33712.96875,168,63.5
28560.38671875,188,94.3
23362.873046875,165,86.2
23362.873046875,168,59
16081.587890625,188,83.9
9857.505859375,180,97.5
23362.873046875,185,92.1
38925.3359375,180,74.8
38925.3359375,180,77.1
28560.38671875,183,79.4
23362.873046875,173,79.4
38925.3359375,178,74.8
7782.85400390625,168,61.2
28560.38671875,178,108.9
28560.38671875,180,92.1
23362.873046875,185,86.2
44152.16015625,175,97.5
33712.96875,170,83.9
10865.4287109375,185,74.8
18168.841796875,165,86.2
33712.96875,190,104.3
15081.9755859375,183,95.3
44152.16015625,173,77.1
10865.4287109375,175,63.5
7782.85400390625,180,90.7
38925.3359375,188,72.6
84054.75,183,77.1
6711.28759765625,165,70.3
23362.873046875,168,81.6
84054.75,193,99.8
84054.75,175,81.6
38925.3359375,163,77.1
23362.873046875,178,93
10865.4287109375,170,59
6711.28759765625,178,83.9
23362.873046875,188,90.7
23362.873046875,175,86.2
23362.873046875,183,104.3
23362.873046875,178,68
84054.75,183,74.8
12954.765625,173,74.8
6711.28759765625,180,72.6
8826.6513671875,183,90.7
33712.96875,168,88.5
12954.765625,168,77.1
23362.873046875,178,79.4
28560.38671875,165,72.6
28560.38671875,175,77.1
84054.75,188,86.2
8826.6513671875,190,82.6
10865.4287109375,190,72.6
23362.873046875,155,63.5
84054.75,173,94.3
12954.765625,165,77.1
23362.873046875,178,72.6
33712.96875,180,81.6
19237.1953125,188,113.4
19237.1953125,173,77.1
16081.587890625,183,90.7
44152.16015625,180,81.6
38925.3359375,183,90.7
28560.38671875,183,70.3
23362.873046875,173,79.4
4726.39111328125,173,88.5
23362.873046875,170,72.6
33712.96875,180,93
28560.38671875,185,83.9
28560.38671875,190,72.6
84054.75,175,81.6
23362.873046875,178,90.7
38925.3359375,178,83.5
20305.509765625,175,77.1
44152.16015625,175,96.6
28560.38671875,196,93
84054.75,178,99.8
9857.505859375,165,68
84054.75,170,88.5
23362.873046875,170,74.8
23362.873046875,183,131.5
6711.28759765625,165,74.8
49430.109375,175,79.4
84054.75,173,81.6
44152.16015625,188,97.5
84054.75,168,86.2
4726.39111328125,165,68
10865.4287109375,175,106.6
33712.96875,180,77.1
16081.587890625,173,74.8
20305.509765625,180,70.3
33712.96875,180,74.8
49430.109375,175,90.7
49430.109375,173,83.9
